subject,difficulty,hours_available,deadline_days,importance,study_type,previous_score,actual_hours_needed
Math,5,2,10,1,Practical,66,3.54
Machine Learning,2,3,11,2,Conceptual,56,2.98
English,3,1,11,2,Theory,70,1.83
Statistics,3,8,13,5,Conceptual,78,3.83
Geography,5,7,13,4,Theory,52,4.0
Economics,5,4,4,4,Practical,85,15.9
AI,5,7,2,5,Theory,76,20.77
Statistics,3,8,2,2,Theory,93,5.02
English,1,4,4,3,Practical,79,3.51
Programming,4,2,12,4,Theory,73,3.0
Computer Science,2,1,7,3,Practical,46,5.81
AI,5,5,5,1,Practical,79,4.26
Computer Science,3,4,14,3,Theory,87,1.44
English,1,6,2,4,Conceptual,57,6.86
Math,1,4,5,3,Conceptual,70,2.88
Economics,2,8,3,3,Theory,73,4.06
Machine Learning,5,1,7,4,Practical,51,11.51
AI,3,6,5,4,Conceptual,51,8.11
AI,5,3,11,4,Practical,62,7.73
Biology,5,5,15,1,Conceptual,46,3.39
Physics,3,3,6,4,Practical,71,7.74
Economics,5,1,11,2,Conceptual,70,3.62
English,4,3,7,1,Conceptual,89,1.9
English,2,1,9,3,Theory,83,1.61
AI,3,3,11,4,Practical,44,6.63
Chemistry,3,5,3,5,Theory,73,8.86
Programming,5,1,8,3,Practical,68,7.54
Machine Learning,2,3,8,2,Practical,48,4.62
Statistics,3,5,3,1,Theory,63,2.78
English,3,7,4,3,Theory,55,5.04
English,4,4,6,1,Conceptual,86,2.27
Math,3,6,2,2,Conceptual,57,9.26
Chemistry,5,1,15,3,Theory,65,2.72
History,1,1,4,3,Conceptual,70,3.24
Economics,1,7,10,5,Conceptual,92,1.58
Machine Learning,1,8,6,3,Practical,46,4.74
Computer Science,1,5,10,4,Theory,69,1.63
History,4,6,13,4,Practical,70,5.49
Chemistry,4,5,15,5,Practical,92,4.48
English,2,7,7,3,Conceptual,83,2.87
Physics,4,8,8,1,Theory,66,1.89
Statistics,5,6,3,5,Conceptual,63,21.78
English,4,8,9,3,Conceptual,76,4.35
Programming,3,4,11,3,Practical,86,3.29
Biology,4,2,15,3,Conceptual,55,4.08
Computer Science,5,7,13,4,Theory,47,4.16
Machine Learning,4,4,7,2,Theory,85,2.31
Geography,4,7,3,2,Practical,55,10.7
Physics,3,8,1,5,Conceptual,90,36.48
AI,1,2,13,3,Theory,92,0.63
Geography,1,7,13,2,Practical,60,2.86
Statistics,1,6,15,5,Practical,61,3.34
Physics,3,5,2,3,Conceptual,60,12.72
Statistics,4,7,15,1,Conceptual,75,1.84
Chemistry,4,2,6,3,Theory,86,3.65
Economics,3,2,12,1,Practical,88,1.47
Machine Learning,2,6,1,3,Theory,59,10.91
Machine Learning,1,7,11,4,Conceptual,50,3.27
History,2,1,5,2,Conceptual,67,3.5
History,2,7,6,2,Practical,86,2.84
History,1,1,11,5,Conceptual,57,3.15
Chemistry,1,3,9,3,Conceptual,56,2.91
English,1,2,14,4,Theory,46,2.19
Computer Science,3,8,5,1,Practical,65,3.9
Machine Learning,4,2,6,3,Practical,93,6.42
Chemistry,4,7,14,3,Practical,45,5.87
Math,5,4,11,3,Theory,73,3.05
Geography,3,3,13,1,Conceptual,73,1.85
English,2,6,1,3,Conceptual,42,17.18
Physics,3,8,4,4,Conceptual,63,8.98
History,4,5,10,4,Theory,85,3.04
Economics,1,4,7,2,Theory,61,1.71
Physics,3,8,7,5,Theory,71,4.36
Programming,4,7,4,1,Conceptual,49,4.85
Physics,4,8,12,2,Theory,65,2.19
History,5,8,13,2,Theory,57,2.61
Computer Science,3,4,6,5,Theory,45,5.76
Machine Learning,4,7,14,2,Practical,78,3.03
Geography,4,8,4,5,Practical,63,17.22
Statistics,4,5,9,3,Conceptual,67,4.78
English,4,4,15,4,Practical,46,6.44
AI,1,3,9,3,Theory,88,0.92
English,1,8,10,4,Conceptual,66,2.59
Biology,2,7,1,2,Conceptual,82,10.46
Math,1,7,9,1,Conceptual,81,1.18
Computer Science,1,7,12,1,Practical,66,2.29
History,5,8,10,3,Conceptual,56,5.71
English,3,5,2,3,Practical,77,14.88
Physics,3,4,7,3,Practical,75,5.36
AI,4,4,3,3,Theory,91,6.69
Physics,2,1,10,1,Theory,74,1.15
Programming,3,5,1,4,Practical,52,38.88
AI,2,6,2,4,Conceptual,78,10.66
AI,1,1,10,4,Conceptual,48,3.46
Machine Learning,4,1,15,4,Practical,82,4.28
Math,5,1,8,2,Practical,44,7.11
AI,2,7,6,3,Theory,85,2.08
Chemistry,4,1,9,4,Conceptual,64,5.99
History,2,2,13,5,Practical,88,3.03
Machine Learning,4,8,2,2,Conceptual,55,11.76
Math,3,6,6,5,Conceptual,81,6.91
Statistics,5,7,7,5,Conceptual,69,10.06
AI,4,5,14,1,Practical,95,1.16
Geography,3,7,12,4,Theory,48,3.26
Statistics,5,8,12,1,Practical,82,2.33
AI,3,8,9,4,Theory,46,3.86
Biology,1,6,9,4,Conceptual,62,2.89
Statistics,1,4,1,2,Theory,49,4.83
Math,2,5,11,3,Theory,88,1.26
Physics,5,8,3,4,Theory,70,11.63
Economics,2,6,11,3,Practical,49,4.7
Physics,2,8,4,5,Practical,47,10.68
History,3,8,15,1,Conceptual,45,3.12
Computer Science,4,2,13,3,Practical,54,5.53
Economics,1,6,1,5,Practical,58,17.52
Geography,5,8,12,2,Conceptual,47,4.54
Geography,3,3,15,5,Conceptual,71,3.79
Programming,5,1,2,3,Theory,80,12.64
Machine Learning,3,7,5,2,Practical,66,5.64
Physics,5,1,13,2,Theory,87,1.65
Computer Science,3,8,5,3,Theory,90,3.2
Statistics,1,4,15,2,Theory,52,1.75
History,5,7,13,3,Practical,79,4.72
Machine Learning,3,6,5,5,Practical,90,9.6
English,3,5,9,3,Practical,83,4.02
Programming,4,2,3,5,Conceptual,70,17.44
Programming,1,2,5,5,Theory,95,1.76
Statistics,2,2,10,4,Theory,65,2.4
Economics,5,4,5,5,Practical,89,15.66
Physics,2,6,14,2,Theory,59,1.77
Economics,1,8,14,4,Theory,95,0.62
Chemistry,3,8,1,3,Practical,76,28.44
Statistics,2,3,15,3,Theory,91,0.93
Programming,5,2,1,4,Practical,56,62.64
Computer Science,5,1,6,2,Conceptual,65,5.68
Math,1,1,7,5,Conceptual,86,2.39
Chemistry,1,7,4,5,Theory,52,3.54
Chemistry,1,4,6,3,Theory,89,1.15
Chemistry,4,5,1,2,Practical,76,25.44
English,4,8,5,1,Theory,72,2.18
History,5,7,13,1,Conceptual,60,2.84
Biology,4,6,15,3,Conceptual,90,2.4
Physics,3,5,15,4,Theory,49,2.91
Programming,2,3,13,1,Theory,41,2.13
Computer Science,4,8,1,3,Theory,61,20.45
Chemistry,2,1,9,3,Practical,51,4.94
Math,3,1,2,3,Theory,70,8.16
Chemistry,1,3,14,4,Practical,82,1.94
Geography,1,7,8,5,Theory,83,1.54
Machine Learning,3,2,12,1,Theory,55,1.84
English,4,7,7,5,Practical,43,11.99
History,1,2,1,3,Practical,63,11.22
Economics,2,2,2,4,Practical,70,13.8
AI,1,8,2,1,Theory,50,2.4
AI,4,4,3,3,Practical,67,13.98
Physics,2,3,5,3,Conceptual,89,3.41
Computer Science,3,1,2,3,Practical,88,14.22
Machine Learning,4,4,10,2,Practical,40,6.0
Physics,2,4,14,2,Theory,40,2.38
English,3,3,12,3,Theory,61,2.45
Programming,3,3,3,4,Theory,64,7.55
Machine Learning,5,1,10,1,Theory,42,2.66
AI,3,2,11,2,Practical,48,4.76
History,5,1,5,1,Conceptual,46,4.99
Machine Learning,4,4,6,5,Theory,43,7.16
Biology,3,7,15,3,Theory,61,2.21
History,4,2,8,4,Conceptual,58,6.82
AI,5,2,4,2,Theory,78,4.7
Machine Learning,5,1,3,4,Conceptual,87,16.62
History,2,2,12,2,Conceptual,58,2.82
Computer Science,1,3,14,5,Theory,59,1.88
Geography,5,1,13,3,Theory,77,2.58
Computer Science,4,1,5,2,Practical,70,6.6
Programming,3,2,9,5,Theory,76,3.43
English,4,2,3,1,Theory,88,2.52
English,3,7,10,2,Practical,68,3.72
Chemistry,1,4,15,5,Conceptual,86,1.47
Math,5,5,13,1,Theory,69,1.61
Computer Science,1,6,15,5,Practical,66,3.04
Machine Learning,1,1,6,3,Practical,47,4.68
Math,3,6,5,5,Theory,73,5.66
Programming,1,6,10,4,Practical,54,3.96
Programming,4,4,9,4,Practical,68,7.25
Geography,4,1,4,2,Theory,64,4.35
Programming,2,3,13,4,Practical,64,4.01
Math,4,6,15,4,Conceptual,90,3.04
Statistics,4,5,11,3,Conceptual,44,5.31
History,4,3,3,2,Practical,68,9.92
English,5,4,6,4,Theory,47,7.03
AI,4,5,13,4,Theory,43,3.79
Computer Science,2,3,13,5,Theory,48,2.89
Programming,1,7,4,3,Theory,42,3.06
AI,4,8,2,3,Conceptual,66,16.03
Programming,2,5,2,5,Conceptual,90,12.48
Machine Learning,3,3,7,4,Conceptual,71,5.51
Math,2,3,13,4,Conceptual,65,3.16
Physics,5,1,10,3,Theory,85,2.88
Programming,5,3,13,4,Practical,82,5.7
Biology,5,7,2,3,Conceptual,79,19.01
Programming,1,8,14,4,Theory,74,1.29
Statistics,5,7,15,1,Theory,81,1.14
AI,1,6,15,2,Conceptual,77,1.42
Chemistry,4,7,13,3,Theory,46,3.2
Computer Science,3,7,8,2,Practical,51,5.19
Programming,3,3,6,2,Conceptual,57,4.46
AI,3,5,6,2,Practical,53,5.82
Math,1,8,5,5,Theory,60,2.88
AI,4,7,8,4,Practical,78,7.32
History,1,6,15,2,Theory,87,0.63
Statistics,3,6,9,2,Practical,95,2.3
English,1,6,1,5,Conceptual,94,12.29
Math,2,6,1,4,Practical,77,25.38
English,5,3,13,4,Conceptual,79,4.7
Geography,4,2,2,1,Theory,73,4.06
Machine Learning,3,1,14,2,Theory,40,2.61
Geography,1,3,7,1,Conceptual,43,3.08
History,5,7,10,3,Theory,91,2.69
Physics,5,5,9,2,Theory,51,3.35
Machine Learning,3,1,5,4,Conceptual,91,6.19
Computer Science,5,7,5,5,Conceptual,49,14.45
Math,1,8,2,4,Conceptual,79,5.81
Statistics,4,4,3,1,Theory,87,2.55
English,3,7,6,4,Conceptual,49,7.25
Chemistry,3,5,1,4,Theory,70,20.16
Machine Learning,1,1,8,3,Theory,40,2.52
Chemistry,5,2,5,3,Practical,91,9.54
Programming,5,7,10,4,Theory,46,4.93
Computer Science,2,7,15,3,Practical,67,3.18
Chemistry,3,4,7,4,Theory,53,4.25
Biology,2,1,3,1,Practical,84,2.96
Statistics,1,6,10,3,Theory,79,1.15
Geography,2,8,10,1,Conceptual,50,2.88
Statistics,2,5,1,1,Conceptual,62,6.62
History,4,2,8,3,Conceptual,77,4.7
Biology,1,2,9,3,Conceptual,62,2.62
Programming,3,6,6,1,Theory,41,2.69
AI,1,1,9,1,Conceptual,84,1.03
Computer Science,5,6,1,1,Practical,47,18.18
Computer Science,1,3,1,3,Practical,57,11.58
Biology,5,6,10,5,Practical,59,9.96
Physics,4,4,7,1,Conceptual,84,2.14
Machine Learning,4,8,7,1,Theory,41,2.8
Economics,1,8,11,1,Conceptual,68,1.75
Chemistry,4,2,2,2,Practical,71,13.74
Computer Science,4,4,4,4,Theory,81,7.01
History,2,2,15,2,Theory,60,1.71
Biology,5,7,6,2,Practical,81,6.14
Geography,3,2,14,3,Theory,65,2.15
Economics,4,8,13,5,Practical,74,6.18
AI,3,3,6,2,Practical,88,3.72
Programming,1,4,10,4,Theory,60,1.92
Computer Science,3,3,6,5,Conceptual,68,7.54
AI,5,3,13,5,Practical,80,6.97
Geography,2,1,1,3,Theory,51,11.17
Programming,1,6,9,1,Practical,43,3.75
History,2,4,10,3,Practical,57,4.38
Computer Science,2,6,10,2,Theory,85,1.12
AI,5,7,8,3,Theory,46,4.73
Statistics,3,2,5,5,Practical,57,11.58
English,4,3,1,4,Practical,93,48.42
Machine Learning,3,3,13,5,Conceptual,88,3.35
Economics,5,5,7,4,Theory,61,5.82
Geography,5,7,4,4,Conceptual,94,12.29
Economics,1,6,12,1,Conceptual,49,2.65
Statistics,2,4,11,4,Theory,89,1.52
Computer Science,5,8,8,4,Theory,56,5.41
Machine Learning,2,3,11,1,Practical,58,3.07
History,2,1,2,5,Practical,91,15.54
Programming,5,2,4,4,Conceptual,59,13.97
AI,4,7,3,3,Theory,80,7.04
Biology,4,3,9,1,Theory,42,2.57
Math,3,1,1,1,Conceptual,74,8.45
AI,5,1,12,3,Conceptual,52,5.3
Geography,1,3,9,2,Practical,85,1.57
English,3,4,8,2,Conceptual,71,3.19
Physics,5,5,11,4,Theory,62,4.13
Physics,3,4,1,3,Practical,81,28.14
Computer Science,5,8,8,5,Theory,51,6.57
Computer Science,2,2,1,2,Practical,92,12.48
English,4,4,9,5,Theory,42,5.41
Machine Learning,1,3,13,4,Conceptual,70,2.18
Economics,3,3,12,4,Conceptual,58,4.42
Economics,1,6,14,5,Practical,71,2.81
AI,4,2,6,3,Conceptual,91,5.23
Chemistry,5,5,4,3,Conceptual,48,11.5
English,5,7,7,2,Practical,87,5.07
Programming,3,1,5,1,Conceptual,78,2.5
Machine Learning,5,3,5,5,Theory,93,8.22
History,5,8,3,2,Theory,81,5.94
Chemistry,5,8,2,3,Practical,79,23.76
Machine Learning,1,5,4,4,Conceptual,67,3.98
AI,1,6,15,4,Conceptual,54,2.85
Chemistry,1,7,4,1,Theory,41,2.29
AI,4,8,2,3,Conceptual,86,15.07
Physics,1,8,12,5,Theory,92,0.92
Geography,3,7,4,2,Conceptual,55,5.76
History,4,7,4,4,Practical,44,15.36
Geography,2,8,4,3,Theory,74,3.23
Economics,4,6,13,1,Conceptual,53,2.99
AI,1,8,5,2,Conceptual,53,3.22
Math,2,5,15,3,Theory,81,1.25
Math,2,6,14,4,Theory,81,1.52
Physics,2,2,10,3,Theory,85,1.44
Statistics,3,7,5,5,Practical,46,12.24
Economics,5,1,11,3,Theory,65,3.3
Statistics,4,8,13,1,Theory,73,1.36
Chemistry,4,6,7,5,Conceptual,74,8.11
Statistics,4,7,14,4,Conceptual,80,3.7
Geography,2,4,11,3,Theory,51,2.44
English,1,1,2,2,Conceptual,82,3.26
Physics,2,2,12,4,Conceptual,90,2.08
English,2,4,15,1,Practical,90,1.0
English,5,4,13,3,Practical,40,7.06
Math,4,6,5,3,Theory,55,5.28
Physics,2,6,8,5,Conceptual,63,4.78
Chemistry,3,1,4,3,Conceptual,85,6.12
Programming,1,1,4,2,Conceptual,68,2.74
English,4,8,1,1,Conceptual,84,10.37
Physics,5,8,3,2,Theory,69,6.33
Biology,3,5,12,2,Conceptual,53,3.46
Statistics,2,1,11,3,Conceptual,42,4.09
Math,1,2,2,2,Practical,73,4.62
English,4,2,1,1,Theory,63,7.58
Math,5,7,9,3,Conceptual,84,4.77
Chemistry,2,6,15,3,Conceptual,66,2.59
Physics,1,1,15,2,Theory,56,1.62
Programming,5,4,11,1,Conceptual,62,2.91
History,4,2,14,2,Conceptual,49,3.82
History,4,8,7,2,Theory,64,2.98
Chemistry,2,3,7,1,Theory,78,1.16
Chemistry,1,3,3,1,Theory,61,1.78
Computer Science,2,2,11,1,Theory,65,1.41
Statistics,5,8,1,4,Conceptual,70,49.44
AI,3,2,6,1,Practical,94,1.86
Machine Learning,1,5,1,2,Theory,50,4.8
Chemistry,3,7,11,3,Conceptual,80,2.92
Physics,3,6,13,1,Theory,69,1.36
Machine Learning,4,2,4,2,Conceptual,70,6.24
Biology,1,1,1,4,Theory,66,7.49
Computer Science,4,3,13,1,Conceptual,94,1.03
Geography,5,8,11,3,Conceptual,42,6.06
Economics,5,1,6,1,Conceptual,48,4.5
Chemistry,3,3,13,3,Theory,46,2.84
Computer Science,2,2,9,3,Practical,95,2.3
Economics,3,5,12,3,Theory,58,2.54
Machine Learning,5,1,6,1,Theory,52,2.87
Computer Science,1,5,4,5,Practical,88,4.47
Biology,2,6,11,5,Conceptual,79,3.19
Geography,4,3,1,5,Theory,85,32.48
Economics,2,4,3,4,Conceptual,61,8.27
Economics,3,5,13,2,Practical,77,2.76
Computer Science,4,3,13,4,Practical,74,5.25
AI,2,3,8,5,Practical,70,5.55
Geography,1,4,8,1,Practical,42,3.85
Economics,5,8,2,4,Theory,48,17.66
History,4,2,9,4,Practical,62,7.61
Economics,3,4,3,4,Conceptual,95,9.84
Physics,2,7,7,1,Conceptual,69,2.17
Geography,4,8,6,5,Practical,90,10.6
English,4,8,9,2,Conceptual,49,4.58
Economics,1,3,13,4,Conceptual,68,2.27
Math,2,8,6,3,Practical,47,6.18
Physics,2,8,2,1,Practical,55,5.7
Computer Science,4,4,12,1,Theory,87,0.95
Computer Science,1,6,10,2,Theory,74,1.15
Math,2,4,12,2,Practical,69,2.86
Chemistry,2,3,8,5,Practical,64,5.91
Geography,3,4,2,2,Practical,66,11.04
Biology,3,2,1,4,Conceptual,81,29.71
Chemistry,5,2,4,3,Practical,40,14.85
English,5,7,9,1,Conceptual,44,4.02
Chemistry,1,4,6,5,Practical,53,5.32
Statistics,1,7,1,1,Practical,63,5.22
Biology,2,5,13,2,Theory,58,1.84
Math,3,2,2,2,Theory,70,5.76
Biology,5,7,9,1,Practical,93,2.09
Programming,1,5,5,5,Conceptual,41,5.23
Programming,4,8,1,2,Practical,86,24.84
Geography,1,4,13,2,Theory,53,1.75
Physics,4,3,5,3,Theory,75,4.64
History,2,4,4,1,Theory,82,1.38
Chemistry,3,1,15,2,Theory,84,1.15
English,3,4,2,5,Practical,42,25.98
Physics,5,4,1,1,Conceptual,68,13.54
Machine Learning,1,6,9,4,Theory,52,2.25
Physics,5,1,12,5,Theory,65,4.45
Geography,4,2,12,3,Conceptual,53,4.66
Computer Science,1,5,15,1,Conceptual,53,2.42
Statistics,4,3,3,4,Conceptual,82,13.66
Math,4,1,12,1,Theory,46,2.26
AI,4,1,13,4,Conceptual,68,4.49
Statistics,2,7,15,2,Practical,61,3.14
AI,5,5,3,3,Theory,42,9.86
Machine Learning,3,4,10,5,Theory,88,2.78
Statistics,1,8,4,5,Practical,78,5.07
Machine Learning,4,8,1,1,Practical,95,12.3
Geography,1,1,8,5,Practical,76,3.31
Economics,5,6,3,1,Practical,71,6.74
Machine Learning,2,1,5,5,Practical,65,8.1
Chemistry,5,5,8,2,Conceptual,48,5.5
Physics,5,6,7,4,Theory,70,5.53
Geography,2,8,8,5,Theory,61,3.25
Machine Learning,1,6,15,2,Practical,89,1.06
Computer Science,1,1,9,3,Practical,56,3.64
Math,3,5,3,1,Theory,77,2.34
Chemistry,4,4,1,5,Conceptual,90,48.48
History,4,7,9,2,Theory,89,1.77
Math,3,2,13,2,Practical,71,3.12
Chemistry,4,2,8,1,Theory,42,2.66
Physics,1,8,14,5,Theory,53,2.08
Machine Learning,4,8,12,4,Practical,53,6.82
Chemistry,4,5,13,2,Theory,78,1.69
Geography,2,1,7,5,Conceptual,55,5.59
History,3,4,8,5,Conceptual,90,4.98
Economics,2,1,3,1,Practical,72,3.68
Physics,4,7,11,3,Theory,43,3.57
Math,2,2,3,3,Theory,83,3.74
Computer Science,4,1,6,5,Practical,50,13.0
Biology,1,8,3,1,Practical,53,3.82
History,3,1,11,3,Theory,77,2.05
Math,4,7,14,1,Conceptual,56,2.8
Chemistry,3,3,3,5,Theory,42,9.86
Computer Science,3,4,11,5,Practical,42,7.57
Chemistry,5,7,15,3,Conceptual,69,3.89
Chemistry,2,8,3,1,Theory,74,1.9
Geography,3,1,8,3,Conceptual,61,4.57
Programming,2,6,15,3,Practical,69,3.06
History,4,3,12,2,Practical,66,4.04
Math,5,7,5,1,Practical,72,4.68
Statistics,3,5,2,1,Conceptual,73,4.9
History,4,2,2,1,Practical,93,6.42
Statistics,3,2,3,1,Conceptual,53,4.66
Programming,4,5,7,3,Theory,51,4.31
Chemistry,5,8,6,4,Practical,68,11.92
Programming,1,3,1,2,Practical,47,9.18
Economics,4,1,12,4,Conceptual,75,4.4
Machine Learning,5,6,7,5,Conceptual,62,10.4
History,3,4,4,4,Practical,57,11.58
Physics,1,4,2,1,Theory,76,1.57
Statistics,5,5,3,1,Practical,81,6.14
Geography,5,7,4,1,Practical,42,7.23
Physics,2,4,10,1,Conceptual,52,2.78
Programming,3,1,14,3,Theory,88,1.41
Math,5,7,9,5,Conceptual,69,8.15
AI,2,2,3,3,Conceptual,56,6.91
Physics,2,2,12,3,Theory,92,1.06
Chemistry,4,8,4,2,Theory,54,4.67
Economics,1,1,8,3,Conceptual,40,3.78
Biology,2,8,11,5,Theory,40,3.37
AI,5,2,9,2,Conceptual,90,3.15
English,4,4,5,1,Conceptual,81,2.83
Machine Learning,4,8,3,2,Practical,55,10.7
Math,1,1,2,2,Practical,48,6.12
Economics,2,5,2,4,Conceptual,50,12.0
Economics,3,1,1,5,Conceptual,64,37.73
History,1,8,12,4,Theory,91,0.82
Geography,5,8,5,5,Practical,95,15.3
Statistics,2,8,11,1,Theory,49,1.92
Machine Learning,2,4,4,1,Theory,68,1.82
History,5,3,14,4,Theory,61,3.53
Physics,4,4,9,1,Conceptual,43,3.8
Chemistry,1,8,2,3,Theory,93,2.62
Computer Science,1,5,13,1,Conceptual,94,0.47
Economics,2,2,3,3,Theory,86,3.65
Machine Learning,4,8,15,3,Practical,75,3.9
AI,1,1,1,5,Conceptual,63,13.78
History,1,3,9,2,Conceptual,87,1.16
Computer Science,1,2,5,1,Practical,54,3.36
English,4,5,15,2,Practical,46,4.84
Programming,5,5,9,3,Practical,71,6.74
Geography,4,1,1,3,Conceptual,61,30.67
Computer Science,1,4,14,2,Theory,50,1.83
English,2,8,1,5,Practical,63,32.22
Physics,1,8,7,5,Theory,92,1.4
History,2,6,12,2,Theory,74,1.37
English,2,4,14,4,Conceptual,43,4.11
Physics,2,8,11,3,Conceptual,62,3.13
Geography,1,6,9,5,Theory,67,1.94
Economics,3,4,14,2,Practical,49,4.35
AI,4,6,10,2,Practical,56,5.04
Chemistry,3,7,11,2,Theory,94,1.06
Physics,2,1,1,4,Practical,59,26.46
Physics,1,5,13,4,Theory,66,1.58
Chemistry,4,1,10,2,Theory,93,1.5
Geography,1,4,10,5,Theory,49,2.43
English,5,1,2,4,Conceptual,79,25.01
History,5,4,1,2,Practical,47,33.18
Geography,5,2,5,5,Practical,88,15.72
Machine Learning,3,1,12,5,Practical,51,6.69
History,5,3,14,2,Theory,69,2.13
AI,1,1,10,2,Conceptual,83,1.3
AI,2,2,7,1,Conceptual,45,3.33
Computer Science,2,8,12,1,Practical,83,1.52
AI,1,3,11,5,Conceptual,87,1.71
Economics,1,7,11,4,Conceptual,77,1.98
Physics,5,1,9,3,Theory,43,4.49
History,1,2,10,5,Conceptual,92,1.58
Geography,1,1,7,2,Theory,59,1.77
Computer Science,4,6,14,4,Practical,65,5.53
Computer Science,1,5,10,3,Practical,48,4.02
History,3,7,4,4,Theory,88,5.18
Computer Science,2,1,2,1,Practical,81,4.14
Physics,1,3,7,5,Conceptual,68,3.25
Biology,3,6,9,1,Theory,44,2.33
Physics,3,1,8,1,Practical,94,1.48
History,3,1,7,3,Practical,88,4.58
Computer Science,1,6,14,1,Theory,82,0.69
Statistics,1,8,1,1,Conceptual,54,4.61
Economics,1,2,14,5,Practical,89,1.73
Economics,4,1,13,5,Conceptual,43,6.43
Economics,3,7,14,4,Theory,76,2.14
English,3,5,2,5,Theory,82,12.58
Computer Science,3,3,4,3,Conceptual,65,7.08
Geography,5,3,10,1,Practical,58,4.02
Geography,3,3,10,1,Practical,56,3.54
Geography,5,6,5,4,Practical,94,12.36
AI,3,1,10,2,Theory,89,1.31
Machine Learning,4,7,1,3,Theory,71,20.13
Machine Learning,4,8,6,1,Practical,68,3.92
Programming,2,1,11,3,Theory,65,1.99
Statistics,5,6,4,2,Conceptual,67,7.58
Geography,1,6,15,5,Practical,59,3.46
AI,3,2,6,2,Conceptual,52,4.7
AI,1,2,8,2,Conceptual,56,2.71
AI,4,1,3,1,Theory,69,3.13
Machine Learning,5,5,6,1,Theory,84,1.85
Computer Science,4,1,15,2,Practical,72,3.28
AI,1,3,3,3,Practical,82,4.08
Statistics,2,5,8,5,Practical,85,4.65
Geography,4,1,11,4,Conceptual,68,5.03
Math,5,3,2,1,Theory,87,4.42
AI,1,7,3,5,Practical,58,7.52
Physics,3,1,5,4,Conceptual,53,8.02
Chemistry,5,7,4,1,Practical,41,7.29
Statistics,4,5,4,1,Practical,60,5.4
History,3,6,4,2,Practical,41,8.04
History,1,6,11,2,Practical,52,3.43
Math,2,6,10,2,Conceptual,92,1.34
Statistics,3,6,3,4,Conceptual,49,12.05
AI,4,6,6,5,Practical,60,12.4
Statistics,4,2,10,4,Conceptual,94,4.13
Biology,1,5,10,5,Conceptual,50,3.6
Chemistry,3,3,7,3,Conceptual,53,5.34
Geography,5,6,9,5,Practical,84,9.29
Math,3,3,7,2,Theory,43,3.2
Programming,3,7,1,4,Conceptual,55,30.96
Geography,5,4,3,2,Theory,53,6.84
Economics,1,1,14,2,Theory,61,1.48
AI,4,6,10,4,Conceptual,75,5.04
English,3,8,14,4,Theory,52,2.91
Math,1,8,15,4,Conceptual,43,3.38
Programming,4,5,8,5,Practical,63,9.72
Computer Science,2,7,14,5,Conceptual,71,3.11
History,4,1,14,2,Practical,75,3.21
AI,1,2,8,4,Practical,40,5.1
Chemistry,1,5,11,3,Practical,56,3.46
Machine Learning,4,3,11,4,Practical,65,6.46
Chemistry,2,8,8,5,Theory,67,3.06
English,3,5,10,1,Theory,78,1.18
Geography,2,5,7,1,Theory,69,1.45
Chemistry,2,1,6,3,Conceptual,45,5.04
Economics,3,8,10,1,Practical,82,1.98
AI,3,2,6,2,Theory,58,2.94
Economics,3,4,5,3,Conceptual,46,6.91
Programming,4,8,11,5,Theory,87,3.33
Statistics,5,8,14,3,Theory,54,3.19
Statistics,5,5,14,5,Theory,63,4.04
Programming,2,6,3,5,Conceptual,90,8.48
Statistics,5,3,2,2,Theory,51,9.57
Math,1,1,2,1,Practical,78,2.82
History,1,8,2,5,Theory,77,4.74
Geography,5,3,14,5,Practical,58,7.88
English,5,8,8,3,Conceptual,46,7.09
Programming,4,8,1,5,Theory,61,33.25
English,1,8,12,4,Theory,90,0.85
Statistics,4,4,15,4,Conceptual,79,3.57
English,2,3,8,4,Conceptual,52,4.7
Geography,3,2,6,3,Practical,60,6.9
Economics,3,5,6,1,Practical,61,3.84
Geography,2,6,3,4,Theory,56,5.67
Computer Science,5,7,4,4,Conceptual,90,12.48
Computer Science,2,6,4,2,Practical,85,3.9
Computer Science,2,5,15,4,Theory,78,1.56
Physics,5,8,6,5,Conceptual,56,12.11
History,1,2,9,4,Theory,65,1.83
Biology,2,1,3,5,Practical,79,11.26
English,4,5,14,4,Theory,75,2.63
Geography,4,8,1,2,Practical,94,24.36
Economics,1,8,1,2,Theory,77,3.94
Machine Learning,1,8,8,3,Theory,62,1.82
Statistics,1,7,5,2,Practical,75,2.7
Economics,5,3,13,1,Practical,92,1.63
Biology,1,2,1,3,Practical,50,12.0
Machine Learning,2,1,8,3,Theory,48,2.86
Machine Learning,4,1,14,4,Practical,52,6.31
Computer Science,2,8,3,2,Theory,46,3.86
Physics,2,5,8,3,Theory,83,1.74
Physics,2,6,7,2,Theory,86,1.36
English,5,5,14,1,Conceptual,45,3.5
Biology,1,1,9,5,Practical,94,2.03
Chemistry,5,8,7,1,Practical,95,2.44
Physics,4,7,12,2,Practical,75,3.5
Machine Learning,5,2,12,3,Theory,41,3.89
History,4,7,11,3,Theory,87,2.16
History,4,2,4,3,Practical,68,10.92
Programming,4,4,14,3,Theory,64,2.52
Programming,3,1,8,3,Conceptual,53,4.96
English,2,7,1,1,Theory,69,4.19
Statistics,2,3,13,4,Conceptual,77,2.58
Statistics,5,1,14,5,Theory,64,4.01
Programming,2,2,2,3,Theory,88,5.18
Biology,5,2,5,1,Conceptual,92,2.78
